"PMID","Year","Title","Source","Author","Name"
12644454,"2003","Structure and ubiquitin interactions of the conserved zinc finger domain of Npl4.","J Biol Chem","Wang B, Alam SL, Meyer HH, Payne M, Stemmler TL, Davis DR, Sundquist WI, Sundquist WI","WANG_2003c"
12821332,"2003","Biotin-ubiquitin tagging of mammalian proteins in Escherichia coli.","Protein Expr Purif","Wang T, Evdokimov E, Yiadom K, Yan Z, Chock PB, Yang DC, Yang DC","WANG_2003d"
25960349,"2015","Functional analysis of potassium channels in Kv7.2 G271V mutant causing early onset familial epilepsy.","Brain Res","Wang J, Li Y, Hui Z, Cao M, Shi R, Zhang W, Geng L, Zhou X, Zhou X","WANG_2015a"
25451919,"2015","Human liver cytochrome P450 3A4 ubiquitination: molecular recognition by UBC7-gp78 autocrine motility factor receptor and UbcH5a-CHIP-Hsc70-Hsp40 E2-E3 ubiquitin ligase complexes.","J Biol Chem","Wang Y, Kim SM, Trnka MJ, Liu Y, Burlingame AL, Correia MA, Correia MA","WANG_2015b"
25982527,"2015","Structural Insights into the Molecular Recognition between Cerebral Cavernous Malformation 2 and Mitogen-Activated Protein Kinase Kinase Kinase 3.","Structure","Wang X, Hou Y, Deng K, Zhang Y, Wang DC, Ding J, Ding J","WANG_2015c"
26442585,"2015","A Novel Retinoblastoma Protein (RB) E3 Ubiquitin Ligase (NRBE3) Promotes RB Degradation and Is Transcriptionally Regulated by E2F1 Transcription Factor.","J Biol Chem","Wang Y, Zheng Z, Zhang J, Wang Y, Kong R, Liu J, Zhang Y, Deng H, Du X, Ke Y, Ke Y","WANG_2015d"
26882989,"2016","Hepatocyte TRAF3 promotes liver steatosis and systemic insulin resistance through targeting TAK1-dependent signalling.","Nat Commun","Wang PX, Zhang XJ, Luo P, Jiang X, Zhang P, Guo J, Zhao GN, Zhu X, Zhang Y, Yang S, Li H, Li H","WANG_2016a"
27183383,"2016","Stabilization of histone demethylase PHF8 by USP7 promotes breast carcinogenesis.","J Clin Invest","Wang Q, Ma S, Song N, Li X, Liu L, Yang S, Ding X, Shan L, Zhou X, Su D, Wang Y, Zhang Q, Liu X, Yu N, Zhang K, Shang Y, Yao Z, Shi L, Shi L","WANG_2016b"
27339899,"2016","NEDD4L Protein Catalyzes Ubiquitination of PIK3CA Protein and Regulates PI3K-AKT Signaling.","J Biol Chem","Wang Z, Dang T, Liu T, Chen S, Li L, Huang S, Fang M, Fang M","WANG_2016c"
27626385,"2016","Acetylation-regulated interaction between p53 and SET reveals a widespread regulatory mode.","Nature","Wang D, Kon N, Lasso G, Jiang L, Leng W, Zhu WG, Qin J, Honig B, Gu W, Gu W","WANG_2016d"
31785787,"2019","Loss of Oxidation Resistance 1, OXR1, Is Associated with an Autosomal-Recessive Neurological Disease with Cerebellar Atrophy and Lysosomal Dysfunction.","Am J Hum Genet","Wang J, Rousseau J, Kim E, Ehresmann S, Cheng YT, Duraine L, Zuo Z, Park YJ, Li-Kroeger D, Bi W, Wong LJ, Rosenfeld J, Gleeson J, Faqeih E, Alkuraya FS, Wierenga KJ, Chen J, Afenjar A, Nava C, Doummar D, Keren B, Juusola J, Grompe M, Bellen HJ, Campeau PM, Campeau PM","WANG_2019a"
30765703,"2019","Macrophage achieves self-protection against oxidative stress-induced ageing through the Mst-Nrf2 axis.","Nat Commun","Wang P, Geng J, Gao J, Zhao H, Li J, Shi Y, Yang B, Xiao C, Linghu Y, Sun X, Chen X, Hong L, Qin F, Li X, Yu JS, You H, Yuan Z, Zhou D, Johnson RL, Chen L, Chen L","WANG_2019b"
30803229,"2019","Development of Highly Potent, Selective, and Cellular Active Triazolo[1,5- a]pyrimidine-Based Inhibitors Targeting the DCN1-UBC12 Protein-Protein Interaction.","J Med Chem","Wang S, Zhao L, Shi XJ, Ding L, Yang L, Wang ZZ, Shen D, Tang K, Li XJ, Mamun M, Li H, Yu B, Zheng YC, Wang S, Liu HM, Liu HM","WANG_2019c"
30935967,"2019","Identification of two independent SUMO-interacting motifs in Fas-associated factor 1 (FAF1): Implications for mineralocorticoid receptor (MR)-mediated transcriptional regulation.","Biochim Biophys Acta Mol Cell Res","Wang CH, Hung PW, Chiang CW, Lombès M, Chen CH, Lee KH, Lo YC, Wu MH, Chang WC, Lin DY, Lin DY","WANG_2019d"
23665169,"2013","Structural basis for the unique heterodimeric assembly between cerebral cavernous malformation 3 and germinal center kinase III.","Structure","Xu X, Wang X, Zhang Y, Wang DC, Ding J, Ding J","XU_2013a"
23872070,"2013","IKK interacts with rictor and regulates mTORC2.","Cell Signal","Xu Y, Lai E, Liu J, Lin J, Yang C, Jia C, Li Y, Bai X, Li M, Li M","XU_2013b"
24095058,"2013","Crystal structure of human Seryl-tRNA synthetase and Ser-SA complex reveals a molecular lever specific to higher eukaryotes.","Structure","Xu X, Shi Y, Yang XL, Yang XL","XU_2013c"
24098548,"2013","Protein disulfide isomerase interacts with tau protein and inhibits its fibrillization.","PLoS One","Xu LR, Liu XL, Chen J, Liang Y, Liang Y","XU_2013d"
12098780,"2002","KIAA0202, a human septin family member, interacting with hPFTAIRE1.","Sheng Wu Hua Xue Yu Sheng Wu Wu Li Xue Bao (Shanghai)","Yang T, Gao YK, Chen JY, Chen JY","YANG_2002a"
12370808,"2002","Functional interaction of Sam68 and heterogeneous nuclear ribonucleoprotein K.","Oncogene","Yang JP, Reddy TR, Truong KT, Suhasini M, Wong-Staal F, Wong-Staal F","YANG_2002b"
12434148,"2002","Crystal structure of an activated Akt/protein kinase B ternary complex with GSK3-peptide and AMP-PNP.","Nat Struct Biol","Yang J, Cron P, Good VM, Thompson V, Hemmings BA, Barford D, Barford D","YANG_2002c"
12501189,"2002","The crystal structure of fragment double-D from cross-linked lamprey fibrin reveals isopeptide linkages across an unexpected D-D interface.","Biochemistry","Yang Z, Pandi L, Doolittle RF, Doolittle RF","YANG_2002d"
9437013,"1998","Interaction of presenilins with the filamin family of actin-binding proteins.","J Neurosci","Zhang W, Han SW, McKeel DW, Goate A, Wu JY, Wu JY","ZHANG_1998a"
9548756,"1998","Regulation of RhoA GTP hydrolysis by the GTPase-activating proteins p190, p50RhoGAP, Bcr, and 3BP-1.","Biochemistry","Zhang B, Zheng Y, Zheng Y","ZHANG_1998b"
9660765,"1998","The transcriptional repressor ZFM1 interacts with and modulates the ability of EWS to activate transcription.","J Biol Chem","Zhang D, Paley AJ, Childs G, Childs G","ZHANG_1998c"
9799248,"1998","Structure of an XRCC1 BRCT domain: a new protein-protein interaction module.","EMBO J","Zhang X, Moréra S, Bates PA, Whitehead PC, Coffer AI, Hainbucher K, Nash RA, Sternberg MJ, Lindahl T, Freemont PS, Freemont PS","ZHANG_1998d"
15827353,"2005","Dissecting the axoneme interactome: the mammalian orthologue of Chlamydomonas PF6 interacts with sperm-associated antigen 6, the mammalian orthologue of Chlamydomonas PF16.","Mol Cell Proteomics","Zhang Z, Jones BH, Tang W, Moss SB, Wei Z, Ho C, Pollack M, Horowitz E, Bennett J, Baker ME, Strauss JF 3rd, Strauss JF 3rd","ZHANG_2005a"
15983046,"2005","Ubiquitination of Keap1, a BTB-Kelch substrate adaptor protein for Cul3, targets Keap1 for degradation by a proteasome-independent pathway.","J Biol Chem","Zhang DD, Lo SC, Sun Z, Habib GM, Lieberman MW, Hannink M, Hannink M","ZHANG_2005b"
16288922,"2005","New insights into the catalytic activation of the MAPK phosphatase PAC-1 induced by its substrate MAPK ERK2 binding.","J Mol Biol","Zhang Q, Muller M, Chen CH, Zeng L, Farooq A, Zhou MM, Zhou MM","ZHANG_2005c"
16307917,"2005","Chaperoned ubiquitylation--crystal structures of the CHIP U box E3 ubiquitin ligase and a CHIP-Ubc13-Uev1a complex.","Mol Cell","Zhang M, Windheim M, Roe SM, Peggie M, Cohen P, Prodromou C, Pearl LH, Pearl LH","ZHANG_2005d"
23164639,"2013","Functional interaction of glutathione S-transferase pi and peroxiredoxin 6 in intact cells.","Int J Biochem Cell Biol","Zhou S, Lien YC, Shuvaeva T, DeBolt K, Feinstein SI, Fisher AB, Fisher AB","ZHOU_2013a"
23174781,"2013","Resistin reduces mitochondria and induces hepatic steatosis in mice by the protein kinase C/protein kinase G/p65/PPAR gamma coactivator 1 alpha pathway.","Hepatology","Zhou L, Yu X, Meng Q, Li H, Niu C, Jiang Y, Cai Y, Li M, Li Q, An C, Shu L, Chen A, Su H, Tang Y, Yin S, Raschke S, Eckardt K, Eckel J, Yang Z, Yang Z","ZHOU_2013b"
23263184,"2013","ATP-directed capture of bioactive herbal-based medicine on human tRNA synthetase.","Nature","Zhou H, Sun L, Yang XL, Schimmel P, Schimmel P","ZHOU_2013c"
23774504,"2013","The crystal structure of human GDP-L-fucose synthase.","Acta Biochim Biophys Sin (Shanghai)","Zhou H, Sun L, Li J, Xu C, Yu F, Liu Y, Ji C, He J, He J","ZHOU_2013d"
22407013,"2012","Structure of N-terminal domain of ZAP indicates how a zinc-finger protein recognizes complex RNA.","Nat Struct Mol Biol","Chen S, Xu Y, Zhang K, Wang X, Sun J, Gao G, Liu Y, Liu Y","CHEN_2012a"
22575645,"2012","Fibrillogenic propensity of the GroEL apical domain: a Janus-faced minichaperone.","FEBS Lett","Chen J, Yagi H, Sormanni P, Vendruscolo M, Makabe K, Nakamura T, Goto Y, Kuwajima K, Kuwajima K","CHEN_2012b"
23106098,"2012","Association of connexin43 with E3 ubiquitin ligase TRIM21 reveals a mechanism for gap junction phosphodegron control.","J Proteome Res","Chen VC, Kristensen AR, Foster LJ, Naus CC, Naus CC","CHEN_2012c"
23907009,"2013","Isobavachalcone and bavachinin from Psoraleae Fructus modulate Aβ42 aggregation process through different mechanisms in vitro.","FEBS Lett","Chen X, Yang Y, Zhang Y, Zhang Y","CHEN_2013a"
23950177,"2013","Ubiquitin-mediated interaction of p210 BCR/ABL with β-catenin supports disease progression in a murine model for chronic myelogenous leukemia.","Blood","Chen R, Hu T, Mahon GM, Tala I, Pannucci NL, Ozer HL, Whitehead IP, Whitehead IP","CHEN_2013b"
23973223,"2013","The ubiquitin ligase Stub1 negatively modulates regulatory T cell suppressive activity by promoting degradation of the transcription factor Foxp3.","Immunity","Chen Z, Barbi J, Bu S, Yang HY, Li Z, Gao Y, Jinasena D, Fu J, Lin F, Chen C, Zhang J, Yu N, Li X, Shan Z, Nie J, Gao Z, Tian H, Li Y, Yao Z, Zheng Y, Park BV, Pan Z, Zhang J, Dang E, Li Z, Wang H, Luo W, Li L, Semenza GL, Zheng SG, Loser K, Tsun A, Greene MI, Pardoll DM, Pan F, Li B, Li B","CHEN_2013c"
17434128,"2007","Phosphorylation of CBP by IKKalpha promotes cell growth by switching the binding preference of CBP from p53 to NF-kappaB.","Mol Cell","Huang WC, Ju TK, Hung MC, Chen CC, Chen CC","HUANG_2007a"
17531226,"2007","Interaction of the Coxsackie and adenovirus receptor (CAR) with the cytoskeleton: binding to actin.","FEBS Lett","Huang KC, Yasruel Z, Guérin C, Holland PC, Nalbantoglu J, Nalbantoglu J","HUANG_2007b"
17983804,"2007","Functional interaction of DNA topoisomerase IIalpha with the beta-catenin and T-cell factor-4 complex.","Gastroenterology","Huang L, Shitashige M, Satow R, Honda K, Ono M, Yun J, Tomida A, Tsuruo T, Hirohashi S, Yamada T, Yamada T","HUANG_2007c"
19363486,"2009","Talin phosphorylation by Cdk5 regulates Smurf1-mediated talin head ubiquitylation and cell migration.","Nat Cell Biol","Huang C, Rajfur Z, Yousefi N, Chen Z, Jacobson K, Ginsberg MH, Ginsberg MH","HUANG_2009a"
19576224,"2009","The COP9 signalosome mediates beta-catenin degradation by deneddylation and blocks adenomatous polyposis coli destruction via USP15.","J Mol Biol","Huang X, Langelotz C, Hetfeld-Pechoc BK, Schwenk W, Dubiel W, Dubiel W","HUANG_2009b"
19759537,"2009","Tankyrase inhibition stabilizes axin and antagonizes Wnt signalling.","Nature","Huang SM, Mishina YM, Liu S, Cheung A, Stegmeier F, Michaud GA, Charlat O, Wiellette E, Zhang Y, Wiessner S, Hild M, Shi X, Wilson CJ, Mickanin C, Myer V, Fazal A, Tomlinson R, Serluca F, Shao W, Cheng H, Shultz M, Rau C, Schirle M, Schlegl J, Ghidelli S, Fawell S, Lu C, Curtis D, Kirschner MW, Lengauer C, Finan PM, Tallarico JA, Bouwmeester T, Porter JA, Bauer A, Cong F, Cong F","HUANG_2009c"
23000143,"2012","A noncoding, regulatory mutation implicates HCFC1 in nonsyndromic intellectual disability.","Am J Hum Genet","Huang L, Jolly LA, Willis-Owen S, Gardner A, Kumar R, Douglas E, Shoubridge C, Wieczorek D, Tzschach A, Cohen M, Hackett A, Field M, Froyen G, Hu H, Haas SA, Ropers HH, Kalscheuer VM, Corbett MA, Gecz J, Gecz J","HUANG_2012a"
22310500,"2012","Fluorescence-based assay probing regulator of G protein signaling partner proteins.","Anal Biochem","Huang PS, Yeh HS, Yi HP, Lin CJ, Yang CS, Yang CS","HUANG_2012b"
22692215,"2012","The N-terminal phosphodegron targets TAZ/WWTR1 protein for SCFβ-TrCP-dependent degradation in response to phosphatidylinositol 3-kinase inhibition.","J Biol Chem","Huang W, Lv X, Liu C, Zha Z, Zhang H, Jiang Y, Xiong Y, Lei QY, Guan KL, Guan KL","HUANG_2012c"
15208311,"2004","TNAP, a novel repressor of NF-kappaB-inducing kinase, suppresses NF-kappaB activation.","J Biol Chem","Hu WH, Mo XM, Walters WM, Brambilla R, Bethea JR, Bethea JR","HU_2004a"
15448697,"2004","Targeted ubiquitination of CDT1 by the DDB1-CUL4A-ROC1 ligase in response to DNA damage.","Nat Cell Biol","Hu J, McCall CM, Ohta T, Xiong Y, Xiong Y","HU_2004b"
15469942,"2004","Identification and functional characterization of a novel human misshapen/Nck interacting kinase-related kinase, hMINK beta.","J Biol Chem","Hu Y, Leo C, Yu S, Huang BC, Wang H, Shen M, Luo Y, Daniel-Issakani S, Payan DG, Xu X, Xu X","HU_2004c"
11313464,"2001","JAK2 activates TFII-I and regulates its interaction with extracellular signal-regulated kinase.","Mol Cell Biol","Kim DW, Cochran BH, Cochran BH","KIM_2001a"
11485312,"2001","Regulation of protein kinase CKII by direct interaction with the C-terminal region of p47(phox).","Biochem Biophys Res Commun","Kim YS, Lee JH, Park JW, Bae YS, Bae YS","KIM_2001b"
11689448,"2001","A role for coactivators and histone acetylation in estrogen receptor alpha-mediated transcription initiation.","EMBO J","Kim MY, Hsiao SJ, Kraus WL, Kraus WL","KIM_2001c"
15364941,"2004","Protein kinase C-related kinase 2 regulates hepatitis C virus RNA polymerase function by phosphorylation.","J Biol Chem","Kim SJ, Kim JH, Kim YG, Lim HS, Oh JW, Oh JW","KIM_2004a"
15369779,"2004","Regulation of Dyrk1A kinase activity by 14-3-3.","Biochem Biophys Res Commun","Kim D, Won J, Shin DW, Kang J, Kim YJ, Choi SY, Hwang MK, Jeong BW, Kim GS, Joe CO, Chung SH, Song WJ, Song WJ","KIM_2004b"
15388255,"2004","Identification of cyclophilin A as a CD99-binding protein by yeast two-hybrid screening.","Immunol Lett","Kim HJ, Chong KH, Kang SW, Lee JR, Kim JY, Hahn MJ, Kim TJ, Kim TJ","KIM_2004c"
17993462,"2008","Delta-catenin-induced dendritic morphogenesis. An essential role of p190RhoGEF interaction through Akt1-mediated phosphorylation.","J Biol Chem","Kim H, Han JR, Park J, Oh M, James SE, Chang S, Lu Q, Lee KY, Ki H, Song WJ, Kim K, Kim K","KIM_2008a"
18826954,"2008","SCCRO (DCUN1D1) is an essential component of the E3 complex for neddylation.","J Biol Chem","Kim AY, Bommeljé CC, Lee BE, Yonekawa Y, Choi L, Morris LG, Huang G, Kaufman A, Ryan RJ, Hao B, Ramanathan Y, Singh B, Singh B","KIM_2008b"
18940602,"2008","Structures of CaV2 Ca2+/CaM-IQ domain complexes reveal binding modes that underlie calcium-dependent inactivation and facilitation.","Structure","Kim EY, Rumpf CH, Fujiwara Y, Cooley ES, Van Petegem F, Minor DL Jr, Minor DL Jr","KIM_2008c"
20085538,"2010","Interaction with Sug1 enables Ipaf ubiquitination leading to caspase 8 activation and cell death.","Biochem J","Kumar Y, Radha V, Swarup G, Swarup G","KUMAR_2010a"
20090955,"2010","The Parkinson's disease associated LRRK2 exhibits weaker in vitro phosphorylation of 4E-BP compared to autophosphorylation.","PLoS One","Kumar A, Greggio E, Beilina A, Kaganovich A, Chan D, Taymans JM, Wolozin B, Cookson MR, Cookson MR","KUMAR_2010b"
21041297,"2010","Ser(120) of Ubc2/Rad6 regulates ubiquitin-dependent N-end rule targeting by E3{alpha}/Ubr1.","J Biol Chem","Kumar B, Lecompte KG, Klein JM, Haas AL, Haas AL","KUMAR_2010c"
14761955,"2004","Human Sgt1 binds HSP90 through the CHORD-Sgt1 domain and not the tetratricopeptide repeat domain.","J Biol Chem","Lee YT, Jacob J, Michowski W, Nowotny M, Kuznicki J, Chazin WJ, Chazin WJ","LEE_2004a"
15205336,"2004","KAI1 COOH-terminal interacting tetraspanin (KITENIN), a member of the tetraspanin family, interacts with KAI1, a tumor metastasis suppressor, and enhances metastasis of cancer.","Cancer Res","Lee JH, Park SR, Chay KO, Seo YW, Kook H, Ahn KY, Kim YJ, Kim KK, Kim KK","LEE_2004b"
15350218,"2004","WNK1 phosphorylates synaptotagmin 2 and modulates its membrane binding.","Mol Cell","Lee BH, Min X, Heise CJ, Xu BE, Chen S, Shu H, Luby-Phelps K, Goldsmith EJ, Cobb MH, Cobb MH","LEE_2004c"
16330551,"2006","Dequalinium-induced protofibril formation of alpha-synuclein.","J Biol Chem","Lee CH, Kim HJ, Lee JH, Cho HJ, Kim J, Chung KC, Jung S, Paik SR, Paik SR","LEE_2006a"
16574105,"2006","Identification of the basement membrane protein nidogen as a candidate ligand for tumor endothelial marker 7 in vitro and in vivo.","FEBS Lett","Lee HK, Seo IA, Park HK, Park HT, Park HT","LEE_2006b"
16809764,"2006","Histone deacetylase 8 safeguards the human ever-shorter telomeres 1B (hEST1B) protein from ubiquitin-mediated degradation.","Mol Cell Biol","Lee H, Sengupta N, Villagra A, Rezai-Zadeh N, Seto E, Seto E","LEE_2006c"
30254168,"2018","ZFAND5/ZNF216 is an activator of the 26S proteasome that stimulates overall protein degradation.","Proc Natl Acad Sci U S A","Lee D, Takayama S, Goldberg AL, Goldberg AL","LEE_2018a"
30336976,"2018","Crystal structure of the Ube2K/E2-25K and K48-linked di-ubiquitin complex provides structural insight into the mechanism of K48-specific ubiquitin chain synthesis.","Biochem Biophys Res Commun","Lee JG, Youn HS, Kang JY, Park SY, Kidera A, Yoo YJ, Eom SH, Eom SH","LEE_2018b"
30404641,"2018","Znf179 E3 ligase-mediated TDP-43 polyubiquitination is involved in TDP-43- ubiquitinated inclusions (UBI) (+)-related neurodegenerative pathology.","J Biomed Sci","Lee YC, Huang WC, Lin JH, Kao TJ, Lin HC, Lee KH, Lin HC, Shen CJ, Chang WC, Huang CC, Huang CC","LEE_2018c"
26735904,"2016","ALS-Causing Mutations Significantly Perturb the Self-Assembly and Interaction with Nucleic Acid of the Intrinsically Disordered Prion-Like Domain of TDP-43.","PLoS Biol","Lim L, Wei Y, Lu Y, Song J, Song J","LIM_2016a"
27578003,"2016","Wnt Signaling Promotes Breast Cancer by Blocking ITCH-Mediated Degradation of YAP/TAZ Transcriptional Coactivator WBP2.","Cancer Res","Lim SK, Lu SY, Kang SA, Tan HJ, Li Z, Adrian Wee ZN, Guan JS, Reddy Chichili VP, Sivaraman J, Putti T, Thike AA, Tan PH, Sudol M, Virshup DM, Chan SW, Hong W, Lim YP, Lim YP","LIM_2016b"
27714797,"2016","Structural insights into the interaction of human p97 N-terminal domain and SHP motif in Derlin-1 rhomboid pseudoprotease.","FEBS Lett","Lim JJ, Lee Y, Yoon SY, Ly TT, Kang JY, Youn HS, An JY, Lee JG, Park KR, Kim TG, Yang JK, Jun Y, Eom SH, Eom SH","LIM_2016c"
31672125,"2019","A de novo SCN8A heterozygous mutation in a child with epileptic encephalopathy: a case report.","BMC Pediatr","Lin KM, Su G, Wang F, Zhang X, Wang Y, Ren J, Wang X, Yao Y, Zhou Y, Zhou Y","LIN_2019a"
30905672,"2019","Rab35/ACAP2 and Rab35/RUSC2 Complex Structures Reveal Molecular Basis for Effector Recognition by Rab35 GTPase.","Structure","Lin L, Shi Y, Wang M, Wang C, Zhu J, Zhang R, Zhang R","LIN_2019b"
31486770,"2019","Decoding WW domain tandem-mediated target recognitions in tissue growth and cell polarity.","Elife","Lin Z, Yang Z, Xie R, Ji Z, Guan K, Zhang M, Zhang M","LIN_2019c"
10857748,"2000","Identification of a glialblastoma cell differentiation factor-related gene mRNA in human microvascular endothelial cells.","Genomics","Li C, Rodriguez M, Adamson JW, Banerjee D, Banerjee D","LI_2000a"
10944117,"2000","Both corepressor proteins SMRT and N-CoR exist in large protein complexes containing HDAC3.","EMBO J","Li J, Wang J, Wang J, Nawaz Z, Liu JM, Qin J, Wong J, Wong J","LI_2000b"
18726359,"2000","Identification and cloning of the cDNA of a Rb-associated protein RAP140a.","Sci China C Life Sci","Li Q, Wen H, Ao S, Ao S","LI_2000c"
16286467,"2006","Interleukin-1beta induction of NFkappaB is partially regulated by H2O2-mediated activation of NFkappaB-inducing kinase.","J Biol Chem","Li Q, Engelhardt JF, Engelhardt JF","LI_2006a"
16709668,"2006","The AAA ATPase p97 links peptide N-glycanase to the endoplasmic reticulum-associated E3 ligase autocrine motility factor receptor.","Proc Natl Acad Sci U S A","Li G, Zhao G, Zhou X, Schindelin H, Lennarz WJ, Lennarz WJ","LI_2006b"
16785445,"2006","Molecular basis for PKR activation by PACT or dsRNA.","Proc Natl Acad Sci U S A","Li S, Peters GA, Ding K, Zhang X, Qin J, Sen GC, Sen GC","LI_2006c"
25284778,"2014","Increased polyubiquitination and proteasomal degradation of a Munc18-1 disease-linked mutant causes temperature-sensitive defect in exocytosis.","Cell Rep","Martin S, Papadopulos A, Tomatis VM, Sierecki E, Malintan NT, Gormal RS, Giles N, Johnston WA, Alexandrov K, Gambin Y, Collins BM, Meunier FA, Meunier FA","MARTIN_2014a"
24283814,"2014","A recurrent mutation in DEPDC5 predisposes to focal epilepsies in the French-Canadian population.","Clin Genet","Martin C, Meloche C, Rioux MF, Nguyen DK, Carmant L, Andermann E, Gravel M, Cossette P, Cossette P","MARTIN_2014b"
24725412,"2014","Ribosomal protein s15 phosphorylation mediates LRRK2 neurodegeneration in Parkinson's disease.","Cell","Martin I, Kim JW, Lee BD, Kang HC, Xu JC, Jia H, Stankowski J, Kim MS, Zhong J, Kumar M, Andrabi SA, Xiong Y, Dickson DW, Wszolek ZK, Pandey A, Dawson TM, Dawson VL, Dawson VL","MARTIN_2014c"
10646860,"2000","APCL, a central nervous system-specific homologue of adenomatous polyposis coli tumor suppressor, binds to p53-binding protein 2 and translocates it to the perinucleus.","Cancer Res","Nakagawa H, Koyama K, Murata Y, Morito M, Akiyama T, Nakamura Y, Nakamura Y","NAKAGAWA_2000a"
11027293,"2000","Human scribble (Vartul) is targeted for ubiquitin-mediated degradation by the high-risk papillomavirus E6 proteins and the E6AP ubiquitin-protein ligase.","Mol Cell Biol","Nakagawa S, Huibregtse JM, Huibregtse JM","NAKAGAWA_2000b"
11106728,"2000","A novel motor, KIF13A, transports mannose-6-phosphate receptor to plasma membrane through direct interaction with AP-1 complex.","Cell","Nakagawa T, Setou M, Seog D, Ogasawara K, Dohmae N, Takio K, Hirokawa N, Hirokawa N","NAKAGAWA_2000c"
25703379,"2015","Structural insights into Ca2+-calmodulin regulation of Plectin 1a-integrin β4 interaction in hemidesmosomes.","Structure","Song JG, Kostan J, Drepper F, Knapp B, de Almeida Ribeiro E Jr, Konarev PV, Grishkovskaya I, Wiche G, Gregor M, Svergun DI, Warscheid B, Djinović-Carugo K, Djinović-Carugo K","SONG_2015a"
26083323,"2015","ATG16L1 phosphorylation is oppositely regulated by CSNK2/casein kinase 2 and PPP1/protein phosphatase 1 which determines the fate of cardiomyocytes during hypoxia/reoxygenation.","Autophagy","Song H, Pu J, Wang L, Wu L, Xiao J, Liu Q, Chen J, Zhang M, Liu Y, Ni M, Mo J, Zheng Y, Wan D, Cai X, Cao Y, Xiao W, Ye L, Tu E, Lin Z, Wen J, Lu X, He J, Peng Y, Su J, Zhang H, Zhao Y, Lin M, Zhang Z, Zhang Z","SONG_2015b"
26323037,"2015","Structural basis for specific recognition of single-stranded RNA by Toll-like receptor 13.","Nat Struct Mol Biol","Song W, Wang J, Han Z, Zhang Y, Zhang H, Wang W, Chang J, Xia B, Fan S, Zhang D, Wang J, Wang HW, Chai J, Chai J","SONG_2015c"
10671570,"2000","R-Ras contains a proline-rich site that binds to SH3 domains and is required for integrin activation by R-Ras.","J Biol Chem","Wang B, Zou JX, Ek-Rylander B, Ruoslahti E, Ruoslahti E","WANG_2000a"
10753920,"2000","Interaction in vivo and in vitro of the metastasis-inducing S100 protein, S100A4 (p9Ka) with S100A1.","J Biol Chem","Wang G, Rudland PS, White MR, Barraclough R, Barraclough R","WANG_2000b"
10938077,"2000","Tumor necrosis factor alpha-induced phosphorylation of RelA/p65 on Ser529 is controlled by casein kinase II.","J Biol Chem","Wang D, Westerheide SD, Hanson JL, Baldwin AS Jr, Baldwin AS Jr","WANG_2000c"
17214964,"2007","PARP1 Val762Ala polymorphism reduces enzymatic activity.","Biochem Biophys Res Commun","Wang XG, Wang ZQ, Tong WM, Shen Y, Shen Y","WANG_2007a"
17643372,"2007","The intrinsic affinity between E2 and the Cys domain of E1 in ubiquitin-like modifications.","Mol Cell","Wang J, Hu W, Cai S, Lee B, Song J, Chen Y, Chen Y","WANG_2007b"
17726094,"2007","Enhanced subunit interactions with gemcitabine-5'-diphosphate inhibit ribonucleotide reductases.","Proc Natl Acad Sci U S A","Wang J, Lohman GJ, Stubbe J, Stubbe J","WANG_2007c"
32429945,"2020","The diagnostic yield of intellectual disability: combined whole genome low-coverage sequencing and medical exome sequencing.","BMC Med Genomics","Wang J, Wang Y, Wang L, Chen WY, Sheng M, Sheng M","WANG_2020a"
32398021,"2020","Endoplasmic reticulum retention and degradation of a mutation in SLC6A1 associated with epilepsy and autism.","Mol Brain","Wang J, Poliquin S, Mermer F, Eissman J, Delpire E, Wang J, Shen W, Cai K, Li BM, Li ZY, Xu D, Nwosu G, Flamm C, Liao WP, Shi YW, Kang JQ, Kang JQ","WANG_2020b"
32195664,"2020","A dynamic charge-charge interaction modulates PP2A:B56 substrate recruitment.","Elife","Wang X, Garvanska DH, Nasa I, Ueki Y, Zhang G, Kettenbach AN, Peti W, Nilsson J, Page R, Page R","WANG_2020c"
11971985,"2002","Regulation of SRC-3 (pCIP/ACTR/AIB-1/RAC-3/TRAM-1) Coactivator activity by I kappa B kinase.","Mol Cell Biol","Wu RC, Qin J, Hashimoto Y, Wong J, Xu J, Tsai SY, Tsai MJ, O'Malley BW, O'Malley BW","WU_2002a"
12050163,"2002","Interaction of SAP97 with minus-end-directed actin motor myosin VI. Implications for AMPA receptor trafficking.","J Biol Chem","Wu H, Nash JE, Zamorano P, Garner CC, Garner CC","WU_2002b"
12270932,"2002","SHP-2 is a dual-specificity phosphatase involved in Stat1 dephosphorylation at both tyrosine and serine residues in nuclei.","J Biol Chem","Wu TR, Hong YK, Wang XD, Ling MY, Dragoi AM, Chung AS, Campbell AG, Han ZY, Feng GS, Chin YE, Chin YE","WU_2002c"
19140803,"2009","Mitogen-activated protein kinase-mediated phosphorylation of peroxiredoxin 6 regulates its phospholipase A(2) activity.","Biochem J","Wu Y, Feinstein SI, Manevich Y, Chowdhury I, Pak JH, Kazi A, Dodia C, Speicher DW, Fisher AB, Fisher AB","WU_2009a"
